campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	21	406-409		cerrado	na
nombre	DAS DURCHBEISSEN	406-409	DAS DURCHBEISSEN	cerrado	na
chinese	噬嗑	406-409		cerrado	na
chinese_roman	SCHI HO	406-409	SCHÏ HO	cerrado	coincide_pass04
hex_font	䷔	406-409	䷔	cerrado	na
trigrama_arriba	above LI das Haftende, DAS FEUER	406-409	above LI das Haftende, DAS FEUER	cerrado	na
trigrama_abajo	below DSCHEN das Erregende, DER DONNER	406-409	below DSCHEN das Erregende, DER DONNER	cerrado	na
ruler_note	Kernzeichen: Kan und\nGen\nDer\ner Herr des Zeichens ist die Sechs auf fünftem Platz, von der es im\nKommentar zur Entscheidung heißt: Das Weiche erhält den Ehren-\nplatz und geht nach oben.	406-409	Der Herr des Zeichens ist die Sechs auf fünftem Platz, von der es im\nDer\nplatz und geht nach oben.	cerrado	coincide_ninguno
sequence	Wenn etwas da ist, das man betrachten kann, dann gibt es\nVerschet\nhultetwas, das Vereinigung schafft. Darum folgt darauf das\nZeichen: das Durchbeißen. Durchbeißen bedeutet Vereinigung.	406-409	Wenn etwas da ist, das man betrachten kann, dann gibt es\nཤི་དུས་ནི་རྣ་\netwas, das Vereinigung schafft. Darum folgt darauf das\nZeichen: das Durchbeißen. Durchbeißen bedeutet Vereinigung.	cerrado	coincide_pass04
misc_notes	Das Durchbeißen bedeutet Aufzehren.\nBeigefügte Urteile\nWenn die Sonne im Mittag stand, hielt der göttliche Landmann\nMarkt ab. Er ließ die Leute auf Erden herbeikommen und\nversammelte die Waren auf Erden. Sie tauschten sie gegen-\nseitig aus, dann kehrten sie zurück, und jedes kam an seinen\nPlatz. Das entnahm er wohl dem Zeichen: Das Durchbeißen.\nDas Zeichen wird hier von der Bedeutung der beiden Einzelfiguren aus er-\nklärt. Das Zeichen Li bedeutet die Sonne, die hoch oben steht, während\nunten das Gewühl des Marktes sich bewegt. Die innere Struktur des\nZeichens ist übrigens keineswegs so günstig, als die äußere Gestalt\nschließen lassen könnte. Wohl ist Klarheit und Bewegung vorhanden, aber\nals Widerstände stehen die Kernzeichen Gefahr und Stillstand dazwischen\nbeide durch den einen verhängnisvollen Strich auf viertem Platz\ngebildet.	406-409	Das Durchbeißen bedeutet Aufzehren.\nBeigefügte Urteile\nWenn die Sonne im Mittag stand, hielt der göttliche Landmann\nMarkt ab. Er ließ die Leute auf Erden herbeikommen und\nversammelte die Waren auf Erden. Sie tauschten sie gegenseitig aus, dann kehrten sie zurück, und jedes kam an seinen\nPlatz. Das entnahm er wohl dem Zeichen: Das Durchbeißen.\nDas Zeichen wird hier von der Bedeutung der beiden Einzelfiguren aus erklärt. Das Zeichen Li bedeutet die Sonne, die hoch oben steht, während\nunten das Gewühl des Marktes sich bewegt. Die innere Struktur des\nZeichens ist übrigens keineswegs so günstig, als die äußere Gestalt\nschließen lassen könnte. Wohl ist Klarheit und Bewegung vorhanden, aber\nals Widerstände stehen die Kernzeichen Gefahr und Stillstand dazwischen\nbeide durch den einen verhängnisvollen Strich auf viertem Platz\ngebildet.	cerrado	coincide_pass02
judgment_oraculo		406-409	Das Durchbeißen hat Gelingen.\nFördernd ist es, Gericht walten zu lassen.	cerrado	na
