campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	6	351-353		cerrado	na
nombre	DER STREIT	351-353	DER STREIT	cerrado	na
chinese	訟	351-353		cerrado	na
chinese_roman	SUNG	351-353	Sung	cerrado	na
hex_font	䷅	351-353	䷅	cerrado	na
trigrama_arriba	above KIËN das Schöpferische, DER HIMMEL	351-353	above KIËN das Schöpferische, DER HIMMEL	cerrado	na
trigrama_abajo	below KAN das Abgründige, DAS WASSER	351-353	below KAN das Abgründige, DAS WASSER	cerrado	na
ruler_note	Sun und\nLi\ner Herr des Zeichens ist die Neun auf fünftem Platz. Alle andern\nLinien stellen Streitende dar, die Neun auf fünftem Platz ist der den\nStreit Anhörende. Darauf bezieht sich der Satz im Kommentar zur Ent-\nscheidung: "Fördernd ist es, den großen Mann zu sehen; dadurch wird\nseine zentrale und korrekte Stellung geehrt."	351-353	Der Herr des Zeichens ist die Neun auf fünftem Platz. Alle andern\nLinien stellen Streitende dar, die Neun auf fünftem Platz ist der den\nStreit Anhörende. Darauf bezieht sich der Satz im Kommentar zur Entscheidung: "Fördernd ist es, den großen Mann zu sehen; dadurch wird\nseine zentrale und korrekte Stellung geehrt."	cerrado	coincide_ninguno
sequence	Über Speise und Trank kommt es sicher zum Streit. Darum\nfolgt darauf das Zeichen Streit.	351-353	Über Speise und Trank kommt es sicher zum Streit. Darum\nfolgt darauf das Zeichen Streit.	cerrado	na
misc_notes	Streit bedeutet: nicht lieben.	351-353	Streit bedeutet: nicht lieben.	cerrado	na
judgment_oraculo		351-353	Der Streit: Du bist wahrhaftig und wirst gehemmt.\nSorgliches Innehalten auf halbem Weg bringt Heil.\nZu Ende führen bringt Unheil.\nFördernd ist es, den großen Mann zu sehen.\nNicht fördernd ist es, das große Wasser zu durchqueren.	cerrado	na
commentary_decision	Der Streit: Oben ist Stärke, unten Gefahr. Gefahr und Stärke\ngibt Streit.\n,,Der Streitende ist wahrhaftig und wird gehemmt."\nDas Feste kommt und erlangt die Mitte.\n,,Zu Ende führen bringt Unheil."\nDen Streit darf man nicht sich verfestigen lassen.\n,,Fördernd ist es, den großen Mann zu sehen";\ndadurch wird seine zentrale und korrekte Stellung geehrt.\n"Nicht fördernd ist es, das große Wasser zu durchqueren",\ndenn dadurch käme man in den Abgrund.\nAus den Eigenschaften der beiden Halbzeichen Kiän, Stärke, und Kan, Ge-\nfahr, wird der Name des Zeichens "Streit" abgeleitet; wenn Stärke oben\nund Hinterlist unten ist, so kommt es zum Streit zwischen den beiden so\nbeschaffenen Gegnern. Ebenso aber wird jemand zum Streit mit andern\ngeneigt sein, wenn er innerlich arglistig und äußerlich stark ist.\nDer Streitende ist wahrhaftig und wird gehemmt. Dieser Streitende ist der\nzweite Strich. Er befindet sich im inneren Zeichen, darum heißt es: "er\nkommt". Indem er als Starker die Mitte einnimmt, deutet er auf Wahrhaf-\ntigkeit, denn er macht die Mitte "reell"; indem er zwischen den beiden Yin-\nstrichen eingeschlossen ist, wird er gehemmt. Der große Mann ist der zen-\ntrale und korrekte Strich auf fünftem Platz. Der Richter, der zu entscheiden\nhat, weilt außerhalb der gefährlichen Situation. Nur indem er unparteiisch\nist, kann er gerecht entscheiden. Der Abgrund, in den man durch Durch-\nqueren des großen Wassers käme, wird angedeutet durch das Zeichen Kan,\nGefahr. Das Durchqueren des großen Wassers wird angedeutet durch das\nKernzeichen Sun, Holz, über dem unteren Halbzeichen Kan, Wasser.\nDas Zeichen ist die Umkehr des vorigen: daher hier das Streiten, während\ndort die Geduld war. Aber obwohl das Zeichen als Zeitsinn den Streit hat,\nlehrt es doch auf Schritt und Tritt, den Streit zu vermeiden.	351-353	Der Streit: Oben ist Stärke, unten Gefahr. Gefahr und Stärke\ngibt Streit.\n„Der Streitende ist wahrhaftig und wird gehemmt."\nDas Feste kommt und erlangt die Mitte.\n"Zu Ende führen bringt Unheil."\nDen Streit darf man nicht sich verfestigen lassen.\n„Fördernd ist es, den großen Mann zu sehen";\ndadurch wird seine zentrale und korrekte Stellung geehrt.\n„Nicht fördernd ist es, das große Wasser zu durchqueren",\ndenn dadurch käme man in den Abgrund.\nAus den Eigenschaften der beiden Halbzeichen Kiän, Stärke, und Kan, Gefahr, wird der Name des Zeichens "Streit" abgeleitet; wenn Stärke oben\nund Hinterlist unten ist, so kommt es zum Streit zwischen den beiden so\nbeschaffenen Gegnern. Ebenso aber wird jemand zum Streit mit andern\ngeneigt sein, wenn er innerlich arglistig und äußerlich stark ist.\nDer Streitende ist wahrhaftig und wird gehemmt. Dieser Streitende ist der\nzweite Strich. Er befindet sich im inneren Zeichen, darum heißt es: "er\nkommt". Indem er als Starker die Mitte einnimmt, deutet er auf Wahrhaftigkeit, denn er macht die Mitte "reell"; indem er zwischen den beiden Yinstrichen eingeschlossen ist, wird er gehemmt. Der große Mann ist der zentrale und korrekte Strich auf fünftem Platz. Der Richter, der zu entscheiden\nhat, weilt außerhalb der gefährlichen Situation. Nur indem er unparteiisch\nist, kann er gerecht entscheiden. Der Abgrund, in den man durch Durchqueren des großen Wassers käme, wird angedeutet durch das Zeichen Kan,\nGefahr. Das Durchqueren des großen Wassers wird angedeutet durch das\nKernzeichen Sun, Holz, über dem unteren Halbzeichen Kan, Wasser.\nDas Zeichen ist die Umkehr des vorigen: daher hier das Streiten, während\ndort die Geduld war. Aber obwohl das Zeichen als Zeitsinn den Streit hat,\nlehrt es doch auf Schritt und Tritt, den Streit zu vermeiden.	cerrado	coincide_ninguno
image_oraculo	Himmel und Wasser gehen einander entgegengesetzt: das\nBild des Streites. So überlegt der Edle bei allen Geschäften,\ndie er tut, den Anfang.\nDie Bewegung des oberen Zeichens, Himmel, geht nach oben, die des unteren\nZeichens, Wasser, geht nach unten; so gehen sie immer weiter auseinander\nund bilden Streit. Um dem zu entgehen, ist bei allen Geschäften (angedeu-\ntet durch das Kernzeichen Sun, das Arbeit, Unternehmung bedeutet) Über-\nlegung (Kan bedeutet besorgt sein, das Kernzeichen Li bedeutet Klarheit)\ndes Anfangs (Kiän ist der Anfang aller Dinge) nötig.\nAnfangs Sechs:	351-353	Himmel und Wasser gehen einander entgegengesetzt:\ndas Bild des Streites.\nSo überlegt der Edle bei allen Geschäften, die er tut,\nden Anfang.	cerrado	coincide_ninguno
