campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	62	566-569		cerrado	na
nombre		566-569	DES KLEINEN ÜBERGEWICHT	cerrado	na
chinese	小過	566-569		cerrado	na
chinese_roman	SIAU GO	566-569	SIAU GO	cerrado	na
hex_font	䷽	566-569	䷽	cerrado	na
trigrama_arriba	above DSCHEN das Erregende, DER DONNER	566-569	above DSCHEN das Erregende, DER DONNER	cerrado	na
trigrama_abajo	below GEN das Stillehalten, DER BERG	566-569	below GEN das Stillehalten, DER BERG	cerrado	na
ruler_note	Dui und\nSun\nie Herren des Zeichens sind die zweite und fünfte Linie, deshalb, weil\nda ein Übergang notwendig ist, ohne zu übertreiben.	566-569	Die Herren des Zeichens sind die zweite und fünfte Linie, deshalb, weil\nda ein Übergang notwendig ist, ohne zu übertreiben.	cerrado	na
sequence	Wenn man das Vertrauen der Wesen hat, so bringt man sie\nin Bewegung; darum folgt darauf das Zeichen: Des Kleinen\nÜbergewicht.	566-569	Wenn man das Vertrauen der Wesen hat, so bringt man sie\nin Bewegung; darum folgt darauf das Zeichen: Des Kleinen\nÜbergewicht.	cerrado	na
misc_notes	Des Kleinen Übergewicht bedeutet einen Übergang.\nBeigefügte Urteile\nDie Herren spalteten ein Holz und machten einen Stöbel dar-\naus und höhlten die Erde als Mörser. Der Nutzen des Mör-\nsers und Stößels kam allen Menschen zugut. Das entnahmen\nsie wohl dem Zeichen: des Kleinen Übergewicht.\nDas chinesische Wort Go läßt sich nicht mit allen seinen Nebenbedeutungen\nins Deutsche übersetzen. Es heißt vorübergehen, dann kommt der Ge-\ndanke des Übermaßes, Übergewichts dazu: alles, was darauf beruht, daß die\nMitte überschritten ist. Es sind Übergangszustände, außerordentliche Zu-\nstände, um die es sich handelt. Die Struktur des Zeichens ist so, daß die\nWeichen außen sind. Wenn dabei die Starken in der Überzahl sind, so ent-\nsteht das Zeichen: des Großen Übergewicht (Nr. 28). Sind die Schwachen\nin der Überzahl, so entsteht des Kleinen Übergewicht. Aus den Kernzeichen\nunseres Zeichens ergibt sich dieselbe Struktur wie aus den Halbzeichen von\nNr. 28.\nDas Zeichen ist das Gegenstück des vorigen.	566-569	Des Kleinen Übergewicht bedeutet einen Übergang.\nBeigefügte Urteile\nDie Herren spalteten ein Holz und machten einen Stößel daraus und höhlten die Erde als Mörser. Der Nutzen des Mörsers und Stößels kam allen Menschen zugut. Das entnahmen\nsie wohl dem Zeichen: des Kleinen Übergewicht.\nDas chinesische Wort Go läßt sich nicht mit allen seinen Nebenbedeutungen\nins Deutsche übersetzen. Es heißt vorübergehen, dann kommt der Gedanke des Übermaßes, Übergewichts dazu: alles, was darauf beruht, daß die\nMitte überschritten ist. Es sind Übergangszustände, außerordentliche Zustände, um die es sich handelt. Die Struktur des Zeichens ist so, daß die\nWeichen außen sind. Wenn dabei die Starken in der Überzahl sind, so entsteht das Zeichen: des Großen Übergewicht (Nr. 28). Sind die Schwachen\nin der Überzahl, so entsteht des Kleinen Übergewicht. Aus den Kernzeichen\nunseres Zeichens ergibt sich dieselbe Struktur wie aus den Halbzeichen von\nNr. 28.\nDas Zeichen ist das Gegenstück des vorigen.	cerrado	coincide_pass04
judgment_oraculo		566-569	Des Kleinen Übergewicht. Gelingen.\nFördernd ist Beharrlichkeit.\nMan mag kleine Dinge tun, man soll nicht große Dinge tun.\nDer fliegende Vogel bringt die Botschaft:\nEs ist nicht gut, nach oben zu streben,\nes ist gut, unten zu bleiben. Großes Heil!	cerrado	na
