campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	28	433-436		cerrado	na
nombre		433-436	DES GROSSEN ÜBERGEWICHT	cerrado	na
chinese	大過	433-436		cerrado	na
chinese_roman	DA GO	433-436	Da Go	cerrado	na
hex_font	䷛	433-436	䷛	cerrado	na
trigrama_arriba	above DUI das Heitere, DER SEE	433-436	above DUI das Heitere, DER SEE	cerrado	na
trigrama_abajo	below SUN das Sanfte, DER WIND, DAS HOLZ	433-436	below SUN das Sanfte, DER WIND, DAS HOLZ	cerrado	na
ruler_note	Kiän und\nKiän\nie Herren des Zeichens sind die Neun auf zweitem Platz und die Neun\nnicht im Übergewicht. Die Neun auf viertem Platz ist ein Balken, der sich\nnicht durchbiegt.	433-436	DES GROSSEN ÜBERGEWICHT\n大​過​。\nKiän und Kiän\nDie Herren des Zeichens sind die Neun auf zweitem Platz und die Neun\nauf viertem Platz. Die Neun auf zweitem Platz ist fest und zentral und\nnicht im Übergewicht. Die Neun auf viertem Platz ist ein Balken, der sich\nnicht durchbiegt.\nKernzeichen:	cerrado	coincide_ninguno
sequence	Ohne Ernährung kann man sich nicht bewegen, darum folgt\ndarauf das Zeichen: Des Großen Übergewicht.\nNähren, ohne zu gebrauchen, das ruft schließlich Bewegung hervor. Be-\nwegung ohne Ende führt schließlich zu weit, zum Übergewicht.	433-436	Ohne Ernährung kann man sich nicht bewegen, darum folgt\ndarauf das Zeichen: Des Großen Übergewicht.\nNähren, ohne zu gebrauchen, das ruft schließlich Bewegung hervor. Bewegung ohne Ende führt schließlich zu weit, zum Übergewicht.	cerrado	na
misc_notes	Des Großen Übergewicht ist der Gipfel.\nDer Gipfel bezieht sich auf das Bild des Firstbalkens, von dem im Urteil die\nRede ist. Das Zeichen zeigt in seinem Innern eine große Kraft. Die beiden\nKernzeichen sind Kiän, dessen Eigenschaft die Stärke ist. Aber nach unten\nzu ist es das sanfte, zwar eindringende, aber luftige Sun, oben das heitere\nDui, das einen See darstellt. So sind die Außenenden der starken Struktur\ndes Innern nicht gewachsen: Daher das Große im Übergewicht.\nDas Zeichen ist das Gegenstück des vorigen.\nBeigefügte Urteile\nIm Altertum bestattete man die Toten, indem man sie dicht\nmit Reisig bedeckte und mitten auf dem Land beisetzte ohne\nGrabhügel und Baumpflanzungen. Die Trauerzeit hatte keine\nbestimmte Dauer. Die Heiligen späterer Zeit führten statt\ndessen Särge und Sarkophage ein. Das entnahmen sie wohl\ndem Zeichen: des Großen Übergewicht.\nDas Zeichen stellt Holz dar, das eingedrungen ist bis unterhalb des Grund-\nwassers. Damit ist der Sarg gezeichnet. Eine andere Erklärung geht davon\naus, daß durch die beiden Yinstriche oben und unten die Erde und Bäume\ndes Begräbnisplatzes dargestellt werden, während die Yangstriche da-\nzwischen den Sarg andeuten. Wenn so die Verstorbenen wohlversorgt sind,\ngehen sie in die Erde hinein (Sun) und sind fröhlich (Dui). Das Zeichen ist\nauch insofern das Gegenstück des vorigen, als jenes die Ernährung der\nLebenden, dieses die Versorgung der Toten zeigt.	433-436	Des Großen Übergewicht ist der Gipfel.\nDer Gipfel bezieht sich auf das Bild des Firstbalkens, von dem im Urteil die\nRede ist. Das Zeichen zeigt in seinem Innern eine große Kraft. Die beiden\nKernzeichen sind Kiän, dessen Eigenschaft die Stärke ist. Aber nach unten\nzu ist es das sanfte, zwar eindringende, aber luftige Sun, oben das heitere\nDui, das einen See darstellt. So sind die Außenenden der starken Struktur\ndes Innern nicht gewachsen: Daher das Große im Übergewicht.\nDas Zeichen ist das Gegenstück des vorigen.\nBeigefügte Urteile\nIm Altertum bestattete man die Toten, indem man sie dicht\nmit Reisig bedeckte und mitten auf dem Land beisetzte ohne\nGrabhügel und Baumpflanzungen. Die Trauerzeit hatte keine\nbestimmte Dauer. Die Heiligen späterer Zeit führten statt\ndessen Särge und Sarkophage ein. Das entnahmen sie wohl\ndem Zeichen: des Großen Übergewicht.\nDas Zeichen stellt Holz dar, das eingedrungen ist bis unterhalb des Grundwassers. Damit ist der Sarg gezeichnet. Eine andere Erklärung geht davon\nJ\nE\nS\n?\naus, daß durch die beiden Yinstriche oben und unten die Erde und Bäume\ndes Begräbnisplatzes dargestellt werden, während die Yangstriche dazwischen den Sarg andeuten. Wenn so die Verstorbenen wohlversorgt sind,\ngehen sie in die Erde hinein (Sun) und sind fröhlich (Dui). Das Zeichen ist\nauch insofern das Gegenstück des vorigen, als jenes die Ernährung der\nLebenden, dieses die Versorgung der Toten zeigt.	cerrado	coincide_pass04
judgment_oraculo		433-436	Des Großen Übergewicht. Der Firstbalken biegt sich durch.\nFördernd ist es, zu haben, wohin man gehe.\nGelingen.	cerrado	na
commentary_decision	Des Großen Übergewicht: Das Große ist im Übergewicht.\nDer Firstbalken biegt sich durch, weil Anfang und Ende schwach\nsind.\nDas Feste ist im Übergewicht und zentral. Sanft und heiter\nim Handeln: da ist es fördernd, zu haben, wohin man gehe,\ndann hat man Gelingen.\nGroß wahrlich ist die Zeit des Übergewichts des Großen.\nDer Name wird aus der Gestalt erklärt. Das Große, d. h. das Yangelement,\nist mit vier Strichen zu den zwei Yinstrichen in der Überzahl. Das würde an\nsich noch kein Übergewicht bedeuten. Allein das Große ist innen, während\nes nach außen gehörte. So ist das Kleine im Übergewicht (vgl. Nr. 62), wenn\nes außen in der Überzahl ist, weil es an sich nach innen gehörte. Als Großes\nim Übergewicht legt das Zeichen das Bild des Firstbalkens, des oberen\nBalkens eines Hauses, auf dem das ganze Dach ruht, nahe. Da Anfang und\nEnde schwach ist, so entsteht die Gefahr des zu starken inneren Gewichts\nund infolge davon des Durchbiegens.\nTrotz dieser außerordentlichen Situation ist Handeln wichtig. Wenn die\nLast ruhte, so würde Unheil entstehen. Durch Bewegung aber kommt man\naus dem abnormen Zustand heraus, zumal, da der Herr des unteren Zeichens\nzentral und stark ist. Ebenso geben die Eigenschaften der Zeichen Heiter-\nkeit und Sanftheit die rechte Art für erfolgreiches Handeln an.	433-436	Des Großen Übergewicht: Das Große ist im Übergewicht.\nDer Firstbalken biegt sich durch, weil Anfang und Ende schwach\nsind.\nDas Feste ist im Übergewicht und zentral. Sanft und heiter\nim Handeln: da ist es fördernd, zu haben, wohin man gehe,\ndann hat man Gelingen.\nGroß wahrlich ist die Zeit des Übergewichts des Großen.\nDer Name wird aus der Gestalt erklärt. Das Große, d. h. das Yangelement,\nist mit vier Strichen zu den zwei Yinstrichen in der Überzahl. Das würde an\nsich noch kein Übergewicht bedeuten. Allein das Große ist innen, während\nes nach außen gehörte. So ist das Kleine im Übergewicht (vgl. Nr. 62), wenn\nes außen in der Überzahl ist, weil es an sich nach innen gehörte. Als Großes\nim Übergewicht legt das Zeichen das Bild des Firstbalkens, des oberen\nBalkens eines Hauses, auf dem das ganze Dach ruht, nahe. Da Anfang und\nEnde schwach ist, so entsteht die Gefahr des zu starken inneren Gewichts\nund infolge davon des Durchbiegens.\nTrotz dieser außerordentlichen Situation ist Handeln wichtig. Wenn die\nLast ruhte, so würde Unheil entstehen. Durch Bewegung aber kommt man\naus dem abnormen Zustand heraus, zumal, da der Herr des unteren Zeichens\nzentral und stark ist. Ebenso geben die Eigenschaften der Zeichen Heiterkeit und Sanftheit die rechte Art für erfolgreiches Handeln an.	cerrado	na
