campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	27	429-432		cerrado	na
nombre	DIE MUNDWINKEL (DIE ERNÄHRUNG)	429-432	DIE MUNDWINKEL (DIE ERNÄHRUNG)	cerrado	na
chinese	頤	429-432		cerrado	na
chinese_roman	I	429-432		cerrado	na
hex_font	䷚	429-432	䷚	cerrado	na
trigrama_arriba	above GEN das Stillehalten, DER BERG	429-432	above GEN das Stillehalten, DER BERG	cerrado	na
trigrama_abajo	below DSCHEN das Erregende, DER DONNER	429-432	below DSCHEN das Erregende, DER DONNER	cerrado	na
ruler_note	Kun und\nKun\nDie H\nie Herren des Zeichens sind die Sechs auf fünftem Platz und die obere\nNeun. Auf sie bezieht es sich, wenn es im Kommentar zur Entschei-\ndung heißt: "Er ernährt den Würdigen und erreicht so das ganze Volk."	429-432	Kun und\nKun\nDie Herren des Zeichens sind die Sechs auf fünftem Platz und die obere\nNeun. Auf sie bezieht es sich, wenn es im Kommentar zur Entscheidung heißt: "Er ernährt den Würdigen und erreicht so das ganze Volk."	cerrado	coincide_ninguno
sequence	Wenn die Dinge festgehalten werden, dann gibt es Ernährung.\nDarum folgt darauf das Zeichen: Die Mundwinkel. Die Mund-\nwinkel bedeuten: Ernährung.	429-432	Wenn die Dinge festgehalten werden, dann gibt es Ernährung.\nDarum folgt darauf das Zeichen: Die Mundwinkel. Die Mundwinkel bedeuten: Ernährung.	cerrado	na
misc_notes	Mundwinkel bedeutet Ernährung des Rechten.\nDie Bewegung der beiden Zeichen ist gegeneinander gerichtet. Gen, das\nobere, bleibt stehen, Dschen, das untere, bewegt sich nach oben. Das deutet\nauf die beiden Kiefer mit ihren Zähnen. Der Oberkiefer ist unbeweglich,\nder Unterkiefer beweglich, daher die Bezeichnung des Zeichens als Mund-\nwinkel. Im Unterschied zum Zeichen Sü, Warten, Nr. 5, das auch die Er-\nnährung behandelt, aber mehr die Abhängigkeit von der Nahrung zeigt,\nhat das Zeichen I mehr die menschlich aktive Seite der Ernährung zum\nGegenstand, mit der Nebenbedeutung der Ernährung der Würdigen in\nerster Linie, um dadurch die Ernährung auch dem Volk zukommen zu\nlassen. So zeigen die beiden Zeichen die Ernährung als Naturvorgang (Sü,\ndas Warten) und als gesellschaftliches Problem (I, die Mundwinkel). Ein\nähnlicher Gegensatz besteht zwischen den beiden Zeichen, die die Nahrung\nbezeichnen: Nr. 48, Dsing, der Brunnen, das zur Nahrung nötige Wasser,\nund Nr. 50, Ding, der Tiegel, die zur Nahrung nötige Speise.	429-432	Kun und\nKun\nMundwinkel bedeutet Ernährung des Rechten.\nDie Bewegung der beiden Zeichen ist gegeneinander gerichtet. Gen, das\nobere, bleibt stehen, Dschen, das untere, bewegt sich nach oben. Das deutet\nauf die beiden Kiefer mit ihren Zähnen. Der Oberkiefer ist unbeweglich,\nder Unterkiefer beweglich, daher die Bezeichnung des Zeichens als Mund-\n感\n​BE AP\nO\nI\nwinkel. Im Unterschied zum Zeichen Sü, Warten, Nr. 5, das auch die Ernährung behandelt, aber mehr die Abhängigkeit von der Nahrung zeigt,\nhat das Zeichen I mehr die menschlich aktive Seite der Ernährung zum\nGegenstand, mit der Nebenbedeutung der Ernährung der Würdigen in\nerster Linie, um dadurch die Ernährung auch dem Volk zukommen zu\nlassen. So zeigen die beiden Zeichen die Ernährung als Naturvorgang (Sü,\ndas Warten) und als gesellschaftliches Problem (I, die Mundwinkel). Ein\nähnlicher Gegensatz besteht zwischen den beiden Zeichen, die die Nahrung\nbezeichnen: Nr. 48, Dsing, der Brunnen, das zur Nahrung nötige Wasser,\nund Nr. 50, Ding, der Tiegel, die zur Nahrung nötige Speise.	cerrado	coincide_pass04
judgment_oraculo		429-432	Die Mundwinkel. Beharrlichkeit bringt Heil.\nSieh auf die Ernährung und womit einer selbst sucht seinen Mund zu füllen.	cerrado	na
