campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	30	441-444		cerrado	na
nombre	DAS HAFTENDE, DAS FEUER	441-444	DAS HAFTENDE, DAS FEUER	cerrado	na
chinese	離	441-444		cerrado	na
chinese_roman	LI	441-444	Li	cerrado	na
hex_font	䷝	441-444	䷝	cerrado	na
trigrama_arriba	above LI das Haftende, DAS FEUER	441-444	above LI das Haftende, DAS FEUER	cerrado	na
trigrama_abajo	below LI das Haftende, DAS FEUER	441-444	below LI das Haftende, DAS FEUER	cerrado	na
ruler_note	Dui und\nSun\nie Herren des Zeichens sind die beiden Yinstriche auf dem zweiten und\nDienferren Zeichens ist der zweite in besonderem Maße Herr, denn\ndas Feuer ist am hellsten, wenn es eben angefacht wird.	441-444	Die Herren des Zeichens sind die beiden Yinstriche auf dem zweiten und\ndas Feuer ist am hellsten, wenn es eben angefacht wird.	cerrado	coincide_ninguno
sequence	In einer Vertiefung gibt es sicher etwas, das darin haftet.\nDarum folgt darauf das Zeichen: das Haftende. Das Haftende\nbedeutet: auf etwas Beruhen.	441-444	In einer Vertiefung gibt es sicher etwas, das darin haftet.\nDarum folgt darauf das Zeichen: das Haftende. Das Haftende\nbedeutet: auf etwas Beruhen.	cerrado	na
misc_notes	Das Haftende ist nach oben gerichtet.\nBeigefügte Urteile\nFu Hi machte geknotete Stricke und benützte sie zu Netzen\nund Reusen für die Jagd und den Fischfang. Das entnahm\ner wohl dem Zeichen: das Haftende.\nDas Zeichen, das innen geteilt und außen geschlossen ist, ist das Bild der\nMaschen eines Netzes, in denen die Tiere haften bleiben.\nDas Zeichen ist das Gegenstück zum vorigen, nicht nur in der Form, sondern\nauch in der ganzen Bedeutung.	441-444	Das Haftende ist nach oben gerichtet.\nBeigefügte Urteile\nFu Hi machte geknotete Stricke und benützte sie zu Netzen\nund Reusen für die Jagd und den Fischfang. Das entnahm\ner wohl dem Zeichen: das Haftende.\nDas Zeidien, das innen geteilt und außen geschlossen ist, ist das Bild der\nMaschen eines Netzes, in denen die Tiere haften bleiben.\nDas Zeichen ist das Gegenstück zum vorigen, nicht nur in der Form, sondern\nauch in der ganzen Bedeutung.	cerrado	coincide_pass04
judgment_oraculo		441-444	Das Haftende. Fördernd ist Beharrlichkeit.\nSie bringt Gelingen. Pflege der Kuh bringt Heil.	cerrado	na
