campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	61	562-565		cerrado	na
nombre	INNERE WAHRHEIT	562-565	INNERE WAHRHEIT	cerrado	na
chinese	中孚	562-565		cerrado	na
chinese_roman	DSCHUNG FU	562-565	Dschung Fu	cerrado	na
hex_font	䷼	562-565	䷼	cerrado	na
trigrama_arriba	above SUN das Sanfte, DER WIND	562-565	above SUN das Sanfte, DER WIND	cerrado	na
trigrama_abajo	below DUI das Heitere, DER SEE	562-565	below DUI das Heitere, DER SEE	cerrado	na
ruler_note	Gen und\nDschen\nas konstituierende Merkmal des Zeichens ist, daß es in der Mitte leer\nDas\nPlatz die konstituierenden Herren des Zeichens. Aber die Wahrheit beruht\nandererseits darauf, daß die Mitte wirklich ist; darum sind die Neun auf\nzweitem Platz und die Neun auf fünftem Platz die beherrschenden Herren\ndes Zeichens. Da aber ferner der Gedanke zugrunde liegt, daß man durch\ninnere Wahrheit das ganze Reich umgestaltet, so gehört zu diesem Geschäft\nder geehrte Platz. Darum ist der eigentliche Herr des Zeichens die Neun\nauf fünftem Platz.	562-565	Gen und\nDschen\nas konstituierende Merkmal des Zeichens ist, daß es in der Mitte leer\nist; darum sind die Sechs auf drittem Platz und die Sechs auf viertem\nPlatz die konstituierenden Herren des Zeichens. Aber die Wahrheit beruht\nandererseits darauf, daß die Mitte wirklich ist; darum sind die Neun auf\nzweitem Platz und die Neun auf fünftem Platz die beherrschenden Herren\ndes Zeichens. Da aber ferner der Gedanke zugrunde liegt, daß man durch\ninnere Wahrheit das ganze Reich umgestaltet, so gehört zu diesem Geschäft\nder geehrte Platz. Darum ist der eigentliche Herr des Zeichens die Neun\nauf fünftem Platz.	cerrado	coincide_ninguno
sequence	Indem die Dinge beschränkt werden, werden sie zuverlässig\ngemacht. Darum folgt darauf das Zeichen: Innere Wahrheit.	562-565	Indem die Dinge beschränkt werden, werden sie zuverlässig\ngemacht. Darum folgt darauf das Zeichen: Innere Wahrheit.	cerrado	na
misc_notes	Innere Wahrheit bedeutet Zuverlässigkeit.\nDas Zeichen hat ebenfalls dieselbe innen geschlossene Struktur wie die\nbeiden vorigen, nur daß hier die beiden äußersten Striche stark sind. Es\nsind die älteste und die jüngste Tochter, die in der richtigen Stellung hier bei-\nsammen sind, darum wird das gegenseitige Vertrauen nicht gestört. Die\nEigenschaften der Zeichen sind sehr schön in Harmonie: oben Sanftheit,\nunten Heiterkeit, und die Kernzeichen Ruhe und Bewegung; dazu ist der\nganze Bau des Zeichens sehr harmonisch und symmetrisch, und zwar so,\ndaß die weichen Linien innen, die festen außen sind. Das alles sind sehr\ngünstige Umstände. Daher hat das Zeichen auch ein sehr günstiges Urteil.	562-565	Innere Wahrheit bedeutet Zuverlässigkeit.\nDas Zeichen hat ebenfalls dieselbe innen geschlossene Struktur wie die\nbeiden vorigen, nur daß hier die beiden äußersten Striche stark sind. Es\nsind die älteste und die jüngste Tochter, die in der richtigen Stellung hier beisammen sind, darum wird das gegenseitige Vertrauen nicht gestört. Die\nEigenschaften der Zeichen sind sehr schön in Harmonie: oben Sanftheit,\n^^^\nunten Heiterkeit, und die Kernzeichen Ruhe und Bewegung; dazu ist der\nganze Bau des Zeichens sehr harmonisch und symmetrisch, und zwar so,\ndaß die weichen Linien innen, die festen außen sind. Das alles sind sehr\ngünstige Umstände. Daher hat das Zeichen auch ein sehr günstiges Urteil.	cerrado	coincide_pass04
