campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	2	328-336	2	cerrado	na
nombre	DAS EMPFANGENDE	328-336	DAS EMPFANGENDE	cerrado	na
chinese	坤	328-336	坤	cerrado	na
chinese_roman	KUN	328-336	KUN	cerrado	na
hex_font	䷁	328-336	䷁	cerrado	na
trigrama_arriba	above KUN das Empfangende, DIE ERDE	328-336	above KUN das Empfangende, DIE ERDE	cerrado	na
trigrama_abajo	below KUN das Empfangende, DIE ERDE	328-336	below KUN das Empfangende, DIE ERDE	cerrado	na
ruler_note	Kernzeichen: Kun und Kun\nHe\nerr des Zeichens ist die Sechs auf zweitem Platz. Das Zeichen Kun, das\nEmpfangende, stellt die Art der Erde dar; zwei ist das Bild der Erde.\nDas Empfangende zeigt ferner die Art des Dieners, und der zweite Platz ist\nder Platz des Dieners. Außerdem ist der vierfache Charakter des Empfangen-\nden als,,weich",,,hingebend",,,maßvoll", d. h. zentral,,,recht", d. h. weich auf\nweichem Platz, vollkommen in diesem Strich ausgedrückt. Deshalb ist er\nder Herr des Zeichens. Die Ausdrücke des Urteils:,,Will er voraus, so geht\ner irre, doch folgt er nach, so findet er Leitung", und ,,fördernd ist es, im\nWesten und Süden Freunde zu finden, im Osten und Norden der Freunde\nzu entraten", beziehen sich alle auf die Art des Beamten.\nDas Zeichen ist dem zehnten Monat (Oktober-November) zugeordnet, wenn\ndie dunkle Kraft in der Natur des Jahres Ende bringt.	328-329	Kernzeichen: Kun und Kun\nHe\nerr des Zeichens ist die Sechs auf zweitem Platz. Das Zeichen Kun, das\nEmpfangende, stellt die Art der Erde dar; zwei ist das Bild der Erde.\nDas Empfangende zeigt ferner die Art des Dieners, und der zweite Platz ist\nder Platz des Dieners. Außerdem ist der vierfache Charakter des Empfangen-\nden als„weich"„,hingebend"„,maßvoll", d. h. zentral„,recht", d. h. weich auf\nweichem Platz, vollkommen in diesem Strich ausgedrückt. Deshalb ist er\nder Herr des Zeichens. Die Ausdrücke des Urteils:„Will er voraus, so geht\ner irre, doch folgt er nach, so findet er Leitung", und „fördernd ist es, im\nWesten und Süden Freunde zu finden, im Osten und Norden der Freunde\nzu entraten", beziehen sich alle auf die Art des Beamten.\nDas Zeichen ist dem zehnten Monat (Oktober-November) zugeordnet, wenn\ndie dunkle Kraft in der Natur des Jahres Ende bringt.	cerrado	coincide_ninguno
sequence		328-336		vacio_en_libro	na
misc_notes	,,Das Empfangende ist weich."	329	„Das Empfangende ist weich."	cerrado	na
