campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	4	343-346		cerrado	na
nombre	DIE JUGENDTORHEIT	343-346	DIE JUGENDTORHEIT	cerrado	na
chinese	蒙	343-346		cerrado	na
chinese_roman	MONG	343-346	MONG	cerrado	na
hex_font	䷃	343-346	䷃	cerrado	na
trigrama_arriba	above GEN das Stillehalten, DER BERG	343-346	above GEN das Stillehalten, DER BERG	cerrado	na
trigrama_abajo	below KAN das Abgründige, DAS WASSER	343-346	below KAN das Abgründige, DAS WASSER	cerrado	na
ruler_note	Kun und\nDschen\nie Neun auf zweitem Platz und die Sechs auf fünftem Platz sind die Herren\nCharakter, und die Sechs auf fünftem Platz entspricht ihr. Die Neun auf\nzweitem Platz ist in niedriger Stellung: sie ist der Lehrer, der die Fähigkeit\nhat, andere zu belehren. Die Sechs auf fünftem Platz ist in hoher Stellung,\nvermag den Lehrer zu ehren und so durch ihn die Menschen zu belehren.\nryearzu-\nstand der\nВпус	343-346	Kun und\nDschen\nie Neun auf zweitem Platz und die Sechs auf fünftem Platz sind die Herren des Zeichens. Die Neun auf zweitem Platz hat einen festen und zentralen Charakter, und die Sechs auf fünftem Platz entspricht ihr. Die Neun auf zweitem Platz ist in niedriger Stellung: sie ist der Lehrer, der die Fähigkeit\nhat, andere zu belehren. Die Sechs auf fünftem Platz ist in hoher Stellung,\nvermag den Lehrer zu ehren und so durch ihn die Menschen zu belehren.	cerrado	coincide_ninguno
sequence	Nachdem unter Anfangsschwierigkeiten die Dinge erst ge-\nboren sind, sind sie bei ihrer Geburt stets in Dumpfheit ge-\nhüllt. Darum folgt darauf das Zeichen,,die Jugendtorheit".\nDenn Jugendtorheit bedeutet jugendliche Dumpfheit. Das ist\nder Jugendzustand der Dinge.	343-346	Nachdem unter Anfangsschwierigkeiten die Dinge erst geboren sind, sind sie bei ihrer Geburt stets in Dumpfheit gehüllt. Darum folgt darauf das Zeichen,,die Jugendtorheit".\nDenn Jugendtorheit bedeutet jugendliche Dumpfheit. Das ist\nder Jugendzustand der Dinge.	cerrado	na
misc_notes	Jugendtorheit bedeutet Durcheinander und darauffolgende\nErleuchtung.\nIn der Anfangszeit sind die verschiedenen Anlagen und Eigenschaften noch\nunentwickelt durcheinander. Durch Erziehung wird alles geschieden, und\nKlarheit tritt an Stelle der Dumpfheit. Die Dumpfheit wird symbolisiert\ndurch das Abgründige des inneren, die Klarheit durch den Berg des äußeren\nHalbzeichens.	343-346	Jugendtorheit bedeutet Durcheinander und darauffolgende\nErleuchtung.\nIn der Anfangszeit sind die verschiedenen Anlagen und Eigenschaften noch\nunentwickelt durcheinander. Durch Erziehung wird alles geschieden, und\nKlarheit tritt an Stelle der Dumpfheit. Die Dumpfheit wird symbolisiert\ndurch das Abgründige des inneren, die Klarheit durch den Berg des äußeren\nHalbzeichens.	cerrado	na
judgment_oraculo		343-346	Jugendtorheit hat Gelingen.\nNicht ich suche den jungen Toren,\nder junge Tor sucht mich.\nBeim ersten Orakel gebe ich Auskunft.\nFragt er zwei-, dreimal, so ist das Belästigung.\nWenn er belästigt, so gebe ich keine Auskunft.\nFördernd ist Beharrlichkeit.	cerrado	na
