campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	57	548-551		cerrado	na
nombre	DAS SANFTE	548-551	DAS SANFTE	cerrado	na
chinese	巽	548-551		cerrado	na
chinese_roman	SUN	548-551	SUN	cerrado	na
hex_font	䷸	548-551	䷸	cerrado	na
trigrama_arriba	above SUN das Sanfte, DER WIND, DAS HOLZ	548-551	above SUN das Sanfte, DER WIND, DAS HOLZ	cerrado	na
trigrama_abajo	below SUN das Sanfte, DER WIND, DAS HOLZ	548-551	below SUN das Sanfte, DER WIND, DAS HOLZ	cerrado	na
ruler_note	Li und\nDui\nObw\nbwohl das Zeichen durch die beiden Yinstriche bestimmt wird, so ist\nunter den weiblichen Zeichen nur das eine Zeichen Li, das Haftende,\nin dem die Yinstriche die Herren sind, weil sie da in der Mitte sich befinden.\nDie beiden Yinstriche in dem Zeichen,,das Sanfte" sind die konstituierenden\nHerren des Zeichens, aber sie können nicht als beherrschende Herren ange-\nsehen werden. Der beherrschende Herr ist vielmehr die Neun auf fünftem\nPlatz; die,,Gebote verbreiten und seine Geschäfte wirken" kann nur, wer auf\ngeehrtem Platz ist. Wenn es darum im Kommentar zur Entscheidung heißt:\n,,Das Feste dringt in die Mitte und das Korrekte, und sein Wille geschieht",\nso bezieht sich das auf den fünften Strich.	548-551	Li und\nDui\nObw\nbwohl das Zeichen durch die beiden Yinstriche bestimmt wird, so ist\nunter den weiblichen Zeichen nur das eine Zeichen Li, das Haftende,\nin dem die Yinstriche die Herren sind, weil sie da in der Mitte sich befinden.\nDie beiden Yinstriche in dem Zeichen„das Sanfte" sind die konstituierenden\nHerren des Zeichens, aber sie können nicht als beherrschende Herren ange-\nsehen werden. Der beherrschende Herr ist vielmehr die Neun auf fünftem\nPlatz; die„Gebote verbreiten und seine Geschäfte wirken" kann nur, wer auf\ngeehrtem Platz ist. Wenn es darum im Kommentar zur Entscheidung heißt:\n„Das Feste dringt in die Mitte und das Korrekte, und sein Wille geschieht",\nso bezieht sich das auf den fünften Strich.	cerrado	coincide_ninguno
sequence	Der Wanderer hat nichts, das ihn aufnehme, darum folgt darauf\ndas Zeichen: das Sanfte, das Eindringliche. Das Sanfte be-\ndeutet Hineingehen.\nDer Sinn ist, daß der Wanderer nichts hat, da er in seiner Verlassenheit\nbleiben kann, und daß daher Sun folgt, das Zeichen der Heimkehr.	548-551	Der Wanderer hat nichts, das ihn aufnehme, darum folgt darauf\ndas Zeichen: das Sanfte, das Eindringliche. Das Sanfte be-\ndeutet Hineingehen.\nDer Sinn ist, daß der Wanderer nichts hat, da er in seiner Verlassenheit\nbleiben kann, und daß daher Sun folgt, das Zeichen der Heimkehr.	cerrado	na
misc_notes	Das Sanfte bedeutet sich Ducken.\nDer dunkle Strich ist unten, er duckt sich unter die lichten Striche, und eben\ndurch dieses sanfte Ducken gelingt es ihm, einzudringen unter die starken\nStriche.\nBeigefügte Urteile\nDas Zeichen, das Sanfte" zeigt die Betätigung des Charakters.\nDurch das Sanfte vermag man die Dinge zu wägen und ver-\nborgen zu bleiben. Durch das Sanfte vermag man die beson-\nderen Umstände zu berücksichtigen.\nDas sanfte Eindringen verleiht dem Charakter die Fähigkeit, die Außenwelt\nzu beeinflussen und in die Hand zu bekommen. Denn man vermag auf diese\nWeise die Dinge ihrem inneren Wesen nach zu verstehen, ohne daß man\nselbst hervorzutreten braucht. Hier liegt die Macht des Einflusses. Von hier\naus vermag man die Ausnahmen zu machen, die durch die Zeit erfordert sind,\nohne daß man inkonsequent wäre.\nDas Zeichen Sun hat unter den acht Zeichen den südöstlichen Platz zwischen\nFrühling und Sommer und bedeutet das Einströmen der Wesen in ihre For-\nmen, Taufe und Belebung.	548-551	Das Sanfte bedeutet sich Ducken.\nDer dunkle Strich ist unten, er duckt sich unter die lichten Striche, und eben\ndurch dieses sanfte Ducken gelingt es ihm, einzudringen unter die starken\nStriche.\nBeigefügte Urteile\nDas Zeichen, das Sanfte" zeigt die Betätigung des Charakters.\nDurch das Sanfte vermag man die Dinge zu wägen und verborgen zu bleiben. Durch das Sanfte vermag man die besonderen Umstände zu berücksichtigen.\nDas sanfte Eindringen verleiht dem Charakter die Fähigkeit, die Außenwelt\nzu beeinflussen und in die Hand zu bekommen. Denn man vermag auf diese\nWeise die Dinge ihrem inneren Wesen nach zu verstehen, ohne daß man\nselbst hervorzutreten braucht. Hier liegt die Macht des Einflusses. Von hier\naus vermag man die Ausnahmen zu machen, die durch die Zeit erfordert sind,\nohne daß man inkonsequent wäre.\nDas Zeichen Sun hat unter den acht Zeichen den südöstlichen Platz zwischen\nFrühling und Sommer und bedeutet das Einströmen der Wesen in ihre Formen, Taufe und Belebung.	cerrado	na
