campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	56	545-547		cerrado	na
nombre	DER WANDERER	545-547	DER WANDERER	cerrado	na
chinese	旅	545-547		cerrado	na
chinese_roman	LU	545-547	LU	cerrado	na
hex_font	䷷	545-547	䷷	cerrado	na
trigrama_arriba	above LI das Haftende, DAS FEUER	545-547	above LI das Haftende, DAS FEUER	cerrado	na
trigrama_abajo	below GEN das Stillehalten, DER BERG	545-547	below GEN das Stillehalten, DER BERG	cerrado	na
ruler_note	Dui und\nSun\ner Herr des Zeichens ist die Sechs auf fünftem Platz; darum heißt es\nDer\nמ\nAußeren" und ferner: "Stillehalten und Haften an der Klarheit". Die Fünf\nweilt im äußeren Zeichen: das ist das Bild des Wanderers im Ausland; sie\nist auf dem mittleren Platz als Herr des Zeichens Li: das ist das Bild des\nErlangens der Mitte und Haftens an der Klarheit.	545-547	Der Herr des Zeichens ist die Sechs auf fünftem Platz; darum heißt es\nim Kommentar zur Entscheidung: „Das Weiche erlangt die Mitte im\nAußeren" und ferner: „Stillehalten und Haften an der Klarheit". Die Fünf\nweilt im äußeren Zeichen: das ist das Bild des Wanderers im Ausland; sie\nist auf dem mittleren Platz als Herr des Zeichens Li: das ist das Bild des\nErlangens der Mitte und Haftens an der Klarheit.	cerrado	coincide_pass04
sequence	Woran die Größe sich erschöpft, das ist sicher, daß sie ihre\nHeimat verliert. Darum folgt darauf das Zeichen: der Wan-\nderer.	545-547	Woran die Größe sich erschöpft, das ist sicher, daß sie ihre\nHeimat verliert. Darum folgt darauf das Zeichen: der Wan-\nderer.	cerrado	na
misc_notes	Wessen Freunde wenig sind, das ist der Wanderer.\nDas Zeichen ist so organisiert, daß die beiden Halbzeichen auseinander-\nstreben. Die Flamme geht nach oben, der Berg drückt nach unten. Die Ver-\neinigung ist nur vorübergehend. Der Berg ist die Herberge, das Feuer der\nWanderer, der nicht lange darin weilt, sondern weiter muß. Das Zeichen\nist die Umkehrung des vorigen.	545-547	Wessen Freunde wenig sind, das ist der Wanderer.\nDas Zeichen ist so organisiert, daß die beiden Halbzeichen auseinanderstreben. Die Flamme geht nach oben, der Berg drückt nach unten. Die Vereinigung ist nur vorübergehend. Der Berg ist die Herberge, das Feuer der\nWanderer, der nicht lange darin weilt, sondern weiter muß. Das Zeichen\nist die Umkehrung des vorigen.	cerrado	na
judgment_oraculo		545-547	Der Wanderer. Durch Kleinheit Gelingen.\nDem Wanderer ist Beharrlichkeit von Heil.	cerrado	na
commentary_decision	"Der Wanderer. Durch Kleinheit Gelingen":\nDas Weiche erlangt die Mitte im Außeren und fügt sich dem\nFesten. Stillehalten und Haften an der Klarheit; darum:\nKleines Gelingen.\n"\nDem Wanderer ist Beharrlichkeit von Heil."\nDer Sinn der Zeit des Wanderers ist wahrlich groß!\nDer Herr des Zeichens ist die Sechs auf fünftem Platz. Sie ist weich, daher\nstellt sie das Zurückhaltende, sich nicht Großmachende dar. Sie ist in der\nMitte, daher kann sie nicht beschämt werden, obwohl sie im Außeren, im\nfremden Lande ist. Sie fügt sich den festen Linien oben und unten, daher\nzieht sie sich kein Unheil zu. Das untere Zeichen Gen deutet auf Stillehalten,\ninnere Zurückhaltung, das obere Zeichen Li auf Haften nach außen hin.\nDie richtige Stellung als Wanderer in fremdem Land ist nicht leicht zu finden,\ndarum ist es etwas Großes, den Sinn der Zeit zu treffen.	545-547	"Der Wanderer. Durch Kleinheit Gelingen":\nDas Weiche erlangt die Mitte im Außeren und fügt sich dem\nFesten. Stillehalten und Haften an der Klarheit; darum:\nKleines Gelingen.\n"Dem Wanderer ist Beharrlichkeit von Heil."\nDer Sinn der Zeit des Wanderers ist wahrlich groß!\nDer Herr des Zeichens ist die Sechs auf fünftem Platz. Sie ist weich, daher\nstellt sie das Zurückhaltende, sich nicht Großmachende dar. Sie ist in der\nMitte, daher kann sie nicht beschämt werden, obwohl sie im Außeren, im\nfremden Lande ist. Sie fügt sich den festen Linien oben und unten, daher\nzieht sie sich kein Unheil zu. Das untere Zeichen Gen deutet auf Stillehalten,\ninnere Zurückhaltung, das obere Zeichen Li auf Haften nach außen hin.\nDie richtige Stellung als Wanderer in fremdem Land ist nicht leicht zu finden,\ndarum ist es etwas Großes, den Sinn der Zeit zu treffen.	cerrado	coincide_pass04
