campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	34	456-458		cerrado	na
nombre		456-458	DES GROSSEN MACHT	cerrado	na
chinese	大壯	456-458		cerrado	na
chinese_roman	DA DSCHUANG	456-458	Da Dschuang	cerrado	na
hex_font	䷡	456-458	䷡	cerrado	na
trigrama_arriba	above DSCHEN das Erregende, DER DONNER	456-458	above DSCHEN das Erregende, DER DONNER	cerrado	na
trigrama_abajo	below KIËN das Schöpferische, DER HIMMEL	456-458	below KIËN das Schöpferische, DER HIMMEL	cerrado	na
ruler_note	Dui und\nKiän\ner Herr des Zeichens ist der Yangstrich auf dem vierten Platz; denn\nDer\nsteht an ihrer Spitze.	456-458	Der Herr des Zeichens ist der Yangstrich auf dem vierten Platz; denn\ndie vier Yangstriche begründen die Macht des Zeichens, und der vierte\nsteht an ihrer Spitze.	cerrado	coincide_ninguno
sequence	Die Dinge können sich nicht dauernd zurückziehen, darum\nfolgt darauf,,Des Großen Macht".	456-458	Die Dinge können sich nicht dauernd zurückziehen, darum\nfolgt darauf„Des Großen Macht".	cerrado	na
misc_notes	Des Großen Macht zeigt sich darin, daß man innehält.\nBeigefügte Urteile\nIm höchsten Altertum wohnten die Menschen in Höhlen und\nWäldern. Die Heiligen späterer Zeit verwandelten das in\nGebäude. Oben war ein Firstbalken, abwärts davon ein Dach,\num Wind und Regen abzuhalten. Das entnahmen sie wohl\ndem Zeichen "Des Großen Macht".\nDie vier starken Striche zusammen werden auch im Zeichen Da Go (Nr. 28)\nals Firstbalken betrachtet. Die zwei geteilten Striche oben stellen Regen und\nWind dar.\nDas Zeichen ist seiner Form nach das verdoppelte Zeichen Dui. Dui hat als\nTier das Schaf (bzw. die Ziege) beigeordnet, daher haben die einzelnen\nStridie mehrfach als Bild den Ziegenbock. Die beiden oberen Striche sind\ndabei die Hörner.\nWas der Sinn des Zeichens zum Ausdruck bringt, ist der Gegensatz von\nMacht und Gewalt.\nDas Zeichen ist die Umkehrung des vorigen.	456-458	Des Großen Macht zeigt sich darin, daß man innehält.\nBeigefügte Urteile\nIm höchsten Altertum wohnten die Menschen in Höhlen und\nWäldern. Die Heiligen späterer Zeit verwandelten das in\nGebäude. Oben war ein Firstbalken, abwärts davon ein Dach,\num Wind und Regen abzuhalten. Das entnahmen sie wohl\ndem Zeichen „Des Großen Macht".\nDie vier starken Striche zusammen werden auch im Zeichen Da Go (Nr. 28)\nals Firstbalken betrachtet. Die zwei geteilten Striche oben stellen Regen und\nWind dar.\nDas Zeichen ist seiner Form nach das verdoppelte Zeichen Dui. Dui hat als\nTier das Schaf (bzw. die Ziege) beigeordnet, daher haben die einzelnen\nStriche mehrfach als Bild den Ziegenbock. Die beiden oberen Striche sind\ndabei die Hörner.\nWas der Sinn des Zeichens zum Ausdruck bringt, ist der Gegensatz von\nMacht und Gewalt.\nDas Zeichen ist die Umkehrung des vorigen.	cerrado	coincide_ninguno
judgment_oraculo		456-458	Des Großen Macht. Fördernd ist Beharrlichkeit.	cerrado	na
