campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	12	374-376		cerrado	na
nombre	DIE STOCKUNG	374-376	DIE STOCKUNG	cerrado	na
chinese	否	374-376		cerrado	na
chinese_roman	PI	374-376		cerrado	na
hex_font	䷋	374-376	䷋	cerrado	na
trigrama_arriba	above KIËN das Schöpferische, DER HIMMEL	374-376	above KIËN das Schöpferische, DER HIMMEL	cerrado	na
trigrama_abajo	below KUN das Empfangende, DIE ERDE	374-376	below KUN das Empfangende, DIE ERDE	cerrado	na
ruler_note	Sun und\nGen\ni\nDie sirend der Stadtung sind Obere und Untere\nie Herren des Zeichens sind die Sechs auf zweitem Platz und die Neun\naußer Vereinigung. Die Sechs auf zweitem Platz hat als Spruch: Stockung\nbringt Gelingen. Sie bedeutet jemand, der sich auf seine Tugend zurück-\nzieht, um die Schwierigkeiten zu vermeiden. Neun auf fünftem Platz hat\nals Spruch: die Stockung läßt nach. Sie bedeutet jemand, der die Stockung\nin Frieden umwandelt. Aber Sechs auf zweitem Platz ist der Herr, der das\nZeichen konstituiert, während Neun auf fünftem Platz der Herr ist, der das\nZeichen beherrscht.	374-376	Die Herren des Zeichens sind die Sechs auf zweitem Platz und die Neun\nund Untere\naußer Vereinigung. Die Sechs auf zweitem Platz hat als Spruch: Stockung\nbringt Gelingen. Sie bedeutet jemand, der sich auf seine Tugend zurückzieht, um die Schwierigkeiten zu vermeiden. Neun auf fünftem Platz hat\nals Spruch: die Stockung läßt nach. Sie bedeutet jemand, der die Stockung\nin Frieden umwandelt. Aber Sechs auf zweitem Platz ist der Herr, der das\nZeichen konstituiert, während Neun auf fünftem Platz der Herr ist, der das\nZeichen beherrscht.	cerrado	coincide_ninguno
sequence	Die Dinge können nicht dauernd in Verbindung sein, darum\nfolgt darauf das Zeichen: die Stockung.\nDas Zeichen ist die Umkehrung des vorigen. Daher gehen die Bewegungs-\nrichtungen auseinander. Das obere Zeichen, Kiän, zieht sich immer weiter\nnach oben zurück, das untere, Kun, sinkt immer weiter nach unten. Charak-\nteristisch sind auch die beiden Kernzeichen Sun, Sanftheit, und Gen, Still-\nstand, die zusammen das Zeichen Gu "Arbeit am Verdorbenen" (vgl. Nr. 18)\nbilden und dort auch von stockender Bedeutung sind. Das Zeichen ist dem\nsiebenten Monat (Juli-August) beigeordnet.	374-376	Die Dinge können nicht dauernd in Verbindung sein, darum\nfolgt darauf das Zeichen: die Stockung.\nDas Zeichen ist die Umkehrung des vorigen. Daher gehen die Bewegungsrichtungen auseinander. Das obere Zeichen, Kiän, zieht sich immer weiter\nnach oben zurück, das untere, Kun, sinkt immer weiter nach unten. Charakteristisch sind auch die beiden Kernzeichen Sun, Sanftheit, und Gen, Stillstand, die zusammen das Zeichen Gu "Arbeit am Verdorbenen" (vgl. Nr. 18)\nbilden und dort auch von stockender Bedeutung sind. Das Zeichen ist dem\nsiebenten Monat (Juli-August) beigeordnet.	cerrado	na
misc_notes	Die Zeichen Stockung und Friede sind ihrer Art nach entgegen-\ngesetzt.	374-376	Die Zeichen Stockung und Friede sind ihrer Art nach entgegengesetzt.	cerrado	na
judgment_oraculo		374-376	Die Stockung.\nSchlechte Menschen sind nicht fördernd\nfür die Beharrlichkeit des Edlen.\nDas Große geht hin, das Kleine kommt herbei.	cerrado	na
