campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	54	536-540		cerrado	na
nombre		536-540	DAS HEIRATENDE MÄDCHEN	cerrado	na
chinese	歸妹	536-540		cerrado	na
chinese_roman	GUI ME	536-540	GUI ME	cerrado	na
hex_font	䷵	536-540	䷵	cerrado	na
trigrama_arriba	above DSCHEN das Erregende, DER DONNER	536-540	above DSCHEN das Erregende, DER DONNER	cerrado	na
trigrama_abajo	below DUI das Heitere, DER SEE	536-540	below DUI das Heitere, DER SEE	cerrado	na
ruler_note	Kan und\nLi\nas Zeichen "das heiratende Mädchen" beruht auf der Idee, daß das\nheißt es im Kommentar zur Entscheidung: "Nichts, das fördernd ist. Das\nWeiche beruht auf dem Harten." Das bezieht sich auf die Sechs auf drittem\nPlatz und die obere Sechs, die somit die konstituierenden Herren des Zei-\nchens sind. Dagegen weilt die Neun auf fünftem Platz auf geehrtem Platz\nund verkehrt nach unten hin; dadurch verändert sie das nicht Gute und\nmacht Gutes daraus, gestaltet das Unheil in Heil um. Somit ist die Sechs auf\nfünftem Platz der beherrschende Herr des Zeichens.	536-540	Das Zeichen „das heiratende Mädchen" beruht auf der Idee, daß das\nheißt es im Kommentar zur Entscheidung:„Nichts, das fördernd ist. Das\nWeiche beruht auf dem Harten." Das bezieht sich auf die Sechs auf drittem\nPlatz und die obere Sechs, die somit die konstituierenden Herren des Zeichens sind. Dagegen weilt die Neun auf fünftem Platz auf geehrtem Platz\nund verkehrt nach unten hin; dadurch verändert sie das nicht Gute und\nmacht Gutes daraus, gestaltet das Unheil in Heil um. Somit ist die Sechs auf\nfünftem Platz der beherrschende Herr des Zeichens.	cerrado	coincide_ninguno
sequence	Durch den Fortschritt kommt man sicher dahin, wo man hin-\ngehört. Darum folgt darauf das Zeichen: das heiratende Mäd-\nchen (wörtlich: das Mädchen, das in Besitz übergeht).	536-540	Durch den Fortschritt kommt man sicher dahin, wo man hingehört. Darum folgt darauf das Zeichen: das heiratende Mädchen (wörtlich: das Mädchen, das in Besitz übergeht).	cerrado	na
misc_notes	Das heiratende Mädchen zeigt das Ende des Mädchentums.\nDas Zeichen wird sehr verschieden beurteilt. In späterer Zeit galt es als\netwas Unsittliches, wenn das Mädchen von sich aus heiratete. Das Mäd-\nchen muß der Sitte nach warten auf die Anregung durch den Mann, wie\ndas im vorigen Zeichen durchgeführt ist. Das stammt aus der patriarcha-\nlischen Zeit. Aber das Zeichen hat sozusagen auch eine kosmische Bedeu-\ntung: Das obere Zeichen Dschen nimmt nämlich in der Anordnung der acht\nDiagramme nach König Wen den Osten ein und bezeichnet den Frühling,\nden Anfang des Lebens, das untere Zeichen Dui den Westen und bezeichnet\nden Herbst, das Ende des Lebens, während die beiden Kernzeichen Kan\nden Norden (Winter) und Li den Süden (Sommer) repräsentieren, so daß\nin diesem Zeichen der ganze Kreislauf des Lebens enthalten ist.	536-540	Das heiratende Mädchen zeigt das Ende des Mädchentums.\nDas Zeichen wird sehr verschieden beurteilt. In späterer Zeit galt es als\netwas Unsittliches, wenn das Mädchen von sich aus heiratete. Das Mädchen muß der Sitte nach warten auf die Anregung durch den Mann, wie\ndas im vorigen Zeichen durchgeführt ist. Das stammt aus der patriarchalischen Zeit. Aber das Zeichen hat sozusagen auch eine kosmische Bedeutung: Das obere Zeichen Dschen nimmt nämlich in der Anordnung der acht\nDiagramme nach König Wen den Osten ein und bezeichnet den Frühling,\nden Anfang des Lebens, das untere Zeichen Dui den Westen und bezeichnet\nden Herbst, das Ende des Lebens, während die beiden Kernzeichen Kan\nden Norden (Winter) und Li den Süden (Sommer) repräsentieren, so daß\nin diesem Zeichen der ganze Kreislauf des Lebens enthalten ist.	cerrado	na
