campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	29	437-440		cerrado	na
nombre	DAS ABGRÜNDIGE (DAS WASSER)	437-440	DAS ABGRÜNDIGE (DAS WASSER)	cerrado	na
chinese	坎	437-440		cerrado	na
chinese_roman	KAN	437-440	Kan	cerrado	na
hex_font	䷜	437-440	䷜	cerrado	na
trigrama_arriba	above KAN das Abgründige, DAS WASSER	437-440	above KAN das Abgründige, DAS WASSER	cerrado	na
trigrama_abajo	below KAN das Abgründige, DAS WASSER	437-440	below KAN das Abgründige, DAS WASSER	cerrado	na
ruler_note	Gen und\nDschen\nie Herren des Zeichens sind die beiden Yangstriche auf zweitem und\ndas Wasser läuft weiter, wenn es seinen Raum ausgefüllt hat.	437-440	Gen und\nDschen\nie Herren des Zeichens sind die beiden Yangstriche auf zweitem und\n"\ndas Wasser läuft weiter, wenn es seinen Raum ausgefüllt hat.	cerrado	coincide_ninguno
sequence	Die Dinge können nicht dauernd im Übergewichtszustand\nsein. Darum folgt darauf das Zeichen: das Abgründige. Das\nAbgründige bedeutet eine Vertiefung.	437-440	Die Dinge können nicht dauernd im Übergewichtszustand\nsein. Darum folgt darauf das Zeichen: das Abgründige. Das\nAbgründige bedeutet eine Vertiefung.	cerrado	na
misc_notes	Das Abgründige ist nach unten gerichtet.\nDie Bewegung des Wassers geht von oben nach unten. Das Wasser stammt\nvon der Erde, befindet sich aber am Himmel, daher ist seine Tendenz, nach\nunten zurückzukehren.\nDas Zeichen ist eines der acht verdoppelten Grundzeichen. Es hat den mitt-\nleren Strich des Schöpferischen in sich und ist daher unter den Zeichen der\ninnerweltlichen Reihenfolge nach Norden gerückt, wo unter den Zeichen der\nvorweltlichen Reihenfolge das Schöpferische selbst seinen Platz hatte. Da-\nher steht es zusammen mit dem nächsten Zeichen Li, das in ähnlicher Be-\nziehung zum Empfangenden steht wie Kan zum Schöpferischen, am Ende\ndes ersten Teils, an dessen Anfang das Schöpferische und das Empfangende\nstehen.	437-440	Das Abgründige ist nach unten gerichtet.\nDie Bewegung des Wassers geht von oben nach unten. Das Wasser stammt\nvon der Erde, befindet sich aber am Himmel, daher ist seine Tendenz, nach\nunten zurückzukehren.\nDas Zeichen ist eines der acht verdoppelten Grundzeichen. Es hat den mittleren Strich des Schöpferischen in sich und ist daher unter den Zeichen der\nJ\nI\n$\ninnerweltlichen Reihenfolge nach Norden gerückt, wo unter den Zeichen der\nvorweltlichen Reihenfolge das Schöpferische selbst seinen Platz hatte. Daher steht es zusammen mit dem nächsten Zeichen Li, das in ähnlicher Beziehung zum Empfangenden steht wie Kan zum Schöpferischen, am Ende\ndes ersten Teils, an dessen Anfang das Schöpferische und das Empfangende\nstehen.	cerrado	coincide_pass04
judgment_oraculo		437-440	Das wiederholte Abgründige.\nWenn du wahrhaftig bist, so hast du im Herzen Gelingen,\nund was du tust, hat Erfolg.	cerrado	na
