campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	48	511-515		cerrado	na
nombre	DER BRUNNEN	511-515	DER BRUNNEN	cerrado	na
chinese	井	511-515		cerrado	na
chinese_roman	DSING	511-515	DSING	cerrado	na
hex_font	䷯	511-515	䷯	cerrado	na
trigrama_arriba	above KAN das Abgründige, DAS WASSER	511-515	above KAN das Abgründige, DAS WASSER	cerrado	na
trigrama_abajo	below SUN das Sanfte, DER WIND, DAS HOLZ	511-515	below SUN das Sanfte, DER WIND, DAS HOLZ	cerrado	na
ruler_note	Li und\nDui\nD\ner Herr des Zeichens ist die Neun auf fünftem Platz. Die Wirkung des\nBrunnens beruht auf dem Wasser, und die Neun auf fünftem Platz ist\nder Herr des Halbzeichens Kan (Wasser). Der Sinn des Zeichens Brunnen\nist die Ernährung des Volks, und die Neun auf fünftem Platz ist der Fürst,\nder das Volk ernährt.	511-515	Der Herr des Zeichens ist die Neun auf fünftem Platz. Die Wirkung des\nder Herr des Halbzeichens Kan (Wasser). Der Sinn des Zeichens Brunnen\nist die Ernährung des Volks, und die Neun auf fünftem Platz ist der Fürst,\nder das Volk ernährt.	cerrado	coincide_ninguno
sequence	Wer oben bedrängt wird, der wendet sich sicher nach unten.\nDarum folgt darauf das Zeichen: der Brunnen.	511-515	Wer oben bedrängt wird, der wendet sich sicher nach unten.\nDarum folgt darauf das Zeichen: der Brunnen.	cerrado	na
misc_notes	Der Brunnen bedeutet Zusammenhang.\nE\nBeigefügte Urteile\nDer Brunnen zeigt das Feld des Charakters. Der Brunnen\nweilt an seinem Platz und hat doch Einfluß auf anderes. Der\nBrunnen bewirkt Unterscheidung dessen, was das Rechte ist.\nDer Brunnen bleibt an seinem Platz. Er hat eine feste, unerschöpfliche\nGrundlage, so muß auch der Charakter tiefgründig sein und feste Verbin-\ndung mit dem Grundwasser des Lebens haben. Der Brunnen verändert\nsich nicht, aber durch das Wasser, das man aus ihm schöpft, übt er weit-\nreichende Wirkungen aus. Der Brunnen zeigt das Bild der ruhigen Spende\nfür alle, die sich ihm nahen; so muß der Charakter ruhig und klar sein, da-\nmit die Vorstellungen dessen, was das Rechte ist, abgeklärt sein können.\nDas Zeichen bezieht sich ebenfalls auf die Ernährung wie die Zeichen Nr. 5,\nSü, das Warten, Nr. 27, I, die Mundwinkel, und Nr. 50, Ding, der Tiegel.\nDas Zeichen Brunnen bezieht sich auf das zur Nahrung nötige Wasser als\nLebensnotwendigkeit.\nDie beiden Kernzeichen haben aufsteigende Tendenz. So zeigen denn die\nWorte bei den einzelnen Strichen von unten nach oben zu eine immer wei-\ntergehende Reinigung und Gunst der Situation, im Gegensatz zu der Ge-\nfahr, die in dem Urteil zum Gesamtzeichen angedeutet ist.	511-515	Der Brunnen bedeutet Zusammenhang.\ndz\nCa\nde\nBeigefügte Urteile\nDer Brunnen zeigt das Feld des Charakters. Der Brunnen\nweilt an seinem Platz und hat doch Einfluß auf anderes. Der\nBrunnen bewirkt Unterscheidung dessen, was das Rechte ist.\nDer Brunnen bleibt an seinem Platz. Er hat eine feste, unerschöpfliche\nGrundlage, so muß auch der Charakter tiefgründig sein und feste Verbindung mit dem Grundwasser des Lebens haben. Der Brunnen verändert\nsich nicht, aber durch das Wasser, das man aus ihm schöpft, übt er weitreichende Wirkungen aus. Der Brunnen zeigt das Bild der ruhigen Spende\nfür alle, die sich ihm nahen; so muß der Charakter ruhig und klar sein, damit die Vorstellungen dessen, was das Rechte ist, abgeklärt sein können.\nDas Zeichen bezieht sich ebenfalls auf die Ernährung wie die Zeichen Nr. 5,\nSü, das Warten, Nr. 27, I, die Mundwinkel, und Nr. 50, Ding, der Tiegel.\nDas Zeichen Brunnen bezieht sich auf das zur Nahrung nötige Wasser als\nLebensnotwendigkeit.\nDie beiden Kernzeichen haben aufsteigende Tendenz. So zeigen denn die\nWorte bei den einzelnen Strichen von unten nach oben zu eine immer weitergehende Reinigung und Gunst der Situation, im Gegensatz zu der Gefahr, die in dem Urteil zum Gesamtzeichen angedeutet ist.	cerrado	coincide_pass04
judgment_oraculo		511-515	Der Brunnen.\nMan mag die Stadt wechseln,\naber kann nicht den Brunnen wechseln.\nEr nimmt nicht ab und nimmt nicht zu.\nSie kommen und gehen und schöpfen aus dem Brunnen.\nWenn man beinahe das Brunnenwasser erreicht hat,\naber noch nicht mit dem Seil drunten ist\noder seinen Krug zerbricht, so bringt das Unheil.	cerrado	na
