campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	24	417-420		cerrado	na
nombre	DIE WIEDERKEHR (DIE WENDEZEIT)	417-420	DIE WIEDERKEHR (DIE WENDEZEIT)	cerrado	na
chinese	復	417-420		cerrado	na
chinese_roman	FU	417-420	Fu	cerrado	na
hex_font	䷗	417-420	䷗	cerrado	na
trigrama_arriba	above KUN das Empfangende, DIE ERDE	417-420	above KUN das Empfangende, DIE ERDE	cerrado	na
trigrama_abajo	below DSCHEN das Erregende, DER DONNER	417-420	below DSCHEN das Erregende, DER DONNER	cerrado	na
ruler_note	復​:\nKernzeichen: Kun und Kun\ner Herr des Zeichens ist die Anfangsneun. Auf sie bezieht es sich, wenn\nDer	417-420	Der Herr des Zeichens ist die Anfangsneun. Auf sie bezieht es sich, wenn\nes im Kommentar zur Entscheidung heißt: „Das Feste kehrt zurück."	cerrado	coincide_ninguno
sequence	Die Dinge können nicht endgültig vernichtet bleiben. Wenn\ndas Obere vollkommen zersplittert ist, kommt es unten zurück.\nDarum folgt darauf das Zeichen: die Wiederkehr.	417-420	Die Dinge können nicht endgültig vernichtet bleiben. Wenn\ndas Obere vollkommen zersplittert ist, kommt es unten zurück.\nDarum folgt darauf das Zeichen: die Wiederkehr.	cerrado	coincide_pass02
misc_notes	Wiederkehr bedeutet Zurückkommen.\nBeigefügte Urteile\nDas Zeichen Wiederkehr ist der Stamm des Charakters.\nDie Wiederkehr ist klein und doch verschieden von den Außen-\ndingen.\nDie Wiederkehr dient zur Selbsterkenntnis.\n-\nDas Zeichen Wiederkehr auf die Bildung des Charakters übertragen, gibt\nverschiedene Suggestionen. Das Lichte kehrt wieder; so liegt darin der Rat,\ndaß man sich zur lichten Art der ursprünglich innersten Anlage zurück-\nwendet, hinweg von der Verwirrung der Außendinge. Man sieht da auf\ndem Grunde der Seele das Göttliche Eine. Es ist zwar ganz keimhaft,\nnur ein Anfang, eine Möglichkeit, aber als solche von allen Objekten deut-\nlich unterschieden. Dieses Eine erkennen heißt sich selbst erkennen in seiner\nBeziehung zu den kosmischen Kräften. Denn dieses Eine ist die aufsteigende\nKraft des Lebens in der Natur und im Menschen. Das Zeichen ist die Um-\nkehrung des vorigen, und die Bewegung ist sehr stark von unten, wo das\nZeichen Erregung steht, nach oben gerichtet, hindurch durch das sich nach\nunten senkende Zeichen Kun.	417-420	Wiederkehr bedeutet Zurückkommen.\nBeigefügte Urteile\nDas Zeichen Wiederkehr ist der Stamm des Charakters.\nDie Wiederkehr ist klein und doch verschieden von den Außendingen.\nDie Wiederkehr dient zur Selbsterkenntnis.\nDas Zeichen Wiederkehr auf die Bildung des Charakters übertragen, gibt\nverschiedene Suggestionen. Das Lichte kehrt wieder; so liegt darin der Rat,\ndaß man sich zur lichten Art der ursprünglich innersten Anlage zurückwendet, hinweg von der Verwirrung der Außendinge. Man sieht da auf\ndem Grunde der Seele das Göttliche Eine. Es ist zwar ganz keimhaft,\nnur ein Anfang, eine Möglichkeit, aber als solche von allen Objekten deutlich unterschieden. Dieses Eine erkennen heißt sich selbst erkennen in seiner\nBeziehung zu den kosmischen Kräften. Denn dieses Eine ist die aufsteigende\nKraft des Lebens in der Natur und im Menschen. Das Zeichen ist die Umkehrung des vorigen, und die Bewegung ist sehr stark von unten, wo das\nZeichen Erregung steht, nach oben gerichtet, hindurch durch das sich nach\nunten senkende Zeichen Kun.	cerrado	coincide_ambos
judgment_oraculo		417-420	Die Wiederkehr. Gelingen.\nAusgang und Eingang ohne Fehl.\nFreunde kommen ohne Makel.\nHin und her geht der Weg.\nAm siebten Tage kommt die Wiederkehr.\nFördernd ist es, zu haben, wohin man geht.	cerrado	na
